title,vote_average,vote_count,revenue,keywords
Chocolat,6.97,3419,152500000,"small town, france, based on novel or book, chocolate, parent child relationship, tradition, chocolaterie, mayor, houseboat, praline, romcom, single, morality, church, landlady, catholic priest, non conformity, 1950s, lent, sermon, gypsy camp, joyous, adoring, amused, exuberant, mean spirited, vibrant"
Jack Frost 2: The Revenge of the Mutant Killer Snowman,4.387,71,0,"sequel, snowman, serial killer, resort, christmas"
Runaway Virus,4.6,5,0,virus
Alvin and the Chipmunks Meet the Wolfman,6.806,188,0,"fortune teller, single parent, cartoon, full moon, musical, con artist, chipmunk, werewolf, middle school, school play, school principal, horror for children, woman director, public education, effeminate man, school bullying"
With a Friend Like Harry...,6.787,279,3818452,"friendship, countryside, psychopath, psychology, auvergne, family, family holiday, aspiring writer, gate crashing, country cottage"
Final Destination,6.6,6412,112880294,"airport, time travel, omen, premonition, airplane accident, airplane crash, corpse, death, macabre, near-death experience, desperate, cheating death, supernatural horror, cliché, deaths"
Little Nicky,5.855,1914,58292295,"new york city, sibling relationship, parent child relationship, hell, devil's son, satan, demon, bulldog, father son relationship"
Return to Me,6.6,458,36600000,"love of one's life, transplantation, veterinarian, woman director"
Falling Through,3.0,2,0,"corruption, investigation"
Bear on the Run,4.0,1,0,woman director
Charlie's Angels,5.851,4370,264105545,"martial arts, undercover agent, spy, affectation, secret agent, satire, female friendship, millionaire, agent, heroine, burlesque, nostalgic, spy hero, based on tv series, suspenseful, reminiscent, admiring, amused, assertive, audacious, bold, excited, melodramatic, sarcastic"
Ancient Evil: Scream of the Mummy,3.5,18,0,"mummy, death"
What Lies Beneath,6.43,1950,291420351,"lake, therapist, haunted house, haunting, suspicion, ouija board, car accident, new neighbor, vermont, missing child, ghost, séance, mysterious, shocking, angry, secret, absurd, admiring, ambiguous, appreciative, approving, audacious, baffled, sympathetic, vibrant"
Miss Congeniality,6.539,4107,212000000,"undercover agent, investigation, beauty contest, talent show, fish out of water, terrorism, surveillance, san antonio, texas, beauty standards, beauty queen"
It Had to Be You,6.0,34,0,"new york city, sense of guilt, ex-cop, attraction, school teacher, engaged woman, childhood friends, aspiring writer, getting married, wedding plans, doubts, mutual attraction, posh hotel, the plaza, wedding arrangements, gift registration, ex-partner, engaged man, one weekend"
Peter-No-Tail and the Big Treasure Hunt,5.6,5,0,"based on novel or book, cat, treasure hunt, family"
Whatever Happened to Harold Smith?,6.1,21,0,"1970s, punk rock, yorkshire, psychic power, disco"
Daria in 'Is It Fall Yet?',7.308,73,0,"high school, teen movie, summer vacation, based on tv series"
The Art of War,5.719,532,30199105,"new york city, martial arts, assassination, ambassador, china, spy, fbi, interpreter, chinese woman, secret agent, covert operation, conspiracy, hong kong, one man army, united nations, summit, terrorist plot, undercover operation, framed for murder, diplomacy, vietnamese refugees, action hero, chinese triad, absurd, u.n. secretary general, trade agreement, business mogul"
Peppermint Candy,7.5,271,0,"suicide, martial law, reunion, friends, interrogation, student protest, gwangju uprising, democratization movement"
"Anyway, He's Definitely Dead",4.0,4,0,"sauna, deer hunting, wiretapping, stockholm archipelago, investigative journalist"
"O Brother, Where Art Thou?",7.318,4418,71877090,"music record, country music, based on novel or book, prophecy, southern usa, mississippi river, seduction, fraud, philosophical, reflective, dramatic, amused, complicated, enchant, excited, melodramatic"
This Is Personal: The Hunt for the Yorkshire Ripper,7.0,1,0,"police, 1970s, based on true story, yorkshire, serial killer, murder investigation"
A Profile of In Which We Serve,0.0,0,0,movie business
Finding Buck McHenry,0.0,0,0,"sports, coach, little league"
The Flintstones in Viva Rock Vegas,4.769,787,59468275,"marriage proposal, waitress, flirt, stone age, based on cartoon, best friend, dinosaur"
DragonHeart: A New Beginning,5.4,307,0,"friendship, heart, magic, kingdom, immortality, legend, village, heir to the throne, mythical creature, governance, stalljunge, royalty, knight, dragon, medieval, dragonheart, sword and sorcery, good versus evil"
The Golden Spiders: A Nero Wolfe Mystery,8.313,8,0,"based on novel or book, detective, manhattan, new york city, 1950s"
Cheeky,5.622,275,0,"adultery, italian, seduction, voyeur, erotic movie, exhibitionist"
The Many Faces of Dracula,3.5,2,0,"cinema history, dracula"
The Patriot,7.186,4147,215294342,"daughter, mission, general, southern usa, loss of loved one, rebel, patriotism, insurgence, gore, south carolina, based on true story, sword fight, historical fiction, soldier, patriot, 18th century, american revolution, revolutionary war"
Freeway II: Confessions of a Trickbaby,5.5,64,0,"prostitute, mexico, escape, road trip, sequel, murder, drugs"
Zwei Mädels auf Mallorca - Die heißeste Nacht des Jahres,3.5,1,0,"jealousy, mallorca island, spain, love affair"
Las Vegas - Die erste Stadt des 21. Jahrhunderts,0.0,0,0,las vegas
Joseph of Nazareth,6.0,7,0,"bible, religious film, joseph of nazareth, nazareth, christian faith, biblical"
The Road to El Dorado,7.251,3944,76400000,"gold, horse, cartoon, musical, con artist, sword fight, adventurer, 16th century, conquistador, el dorado, age of discovery"
Chicken Run,6.835,5261,224834564,"farm, northern england, escape, freedom, chicken, villain, yorkshire, stop motion, explosion, farmer, female villain, pie machine, claymation, plasticine, royal air force, raf, whimsical"
There's Only One Jimmy Grimble,6.789,190,0,"single, bully, football (soccer), manchester"
Buzz Lightyear of Star Command: The Adventure Begins,6.431,326,0,"space, buzz, lightyear, zurg"
Butterscotch: I Am Not a Ghost,2.0,2,0,softcore
Battle Royale,7.277,3658,30600000,"high school, friendship, suicide, island, japan, based on novel or book, asia, dystopia, gore, survival, tragedy, murder, soldier, battle, death, death match, school class, japanese, extreme violence, psychological, science fiction, inspirational, students, suspense, death game"
"Crouching Tiger, Hidden Dragon",7.434,3437,213978518,"martial arts, kung fu, based on novel or book, flying, taskmaster, sword, tiger, villainess, mountain, comb, fistfight, sword fight, thief, revenge, theft, historical, female martial artist, 18th century, wuxia, warrior, bamboo, tavern fight, action hero, qing dynasty, whimsical"
Grandma Got Run Over by a Reindeer,5.533,45,0,"holiday, christmas"
Out of Sync,3.25,4,0,"record producer, lip synching"
The Kid,6.748,1076,110317580,"age difference, midlife crisis, suppressed past, changing the past or future"
Keeping the Faith,6.076,641,59945183,"love triangle, rabbi, romcom, priest, catholicism"
The Dead Hate the Living!,4.7,40,0,"gore, zombie"
Extranjeros de sí mismos,6.0,1,0,"world war ii, spanish civil war (1936-39), biography"
A Diva's Christmas Carol,6.171,35,0,holiday
Rough for Theatre II,5.2,5,0,"based on play or musical, short film"
"Me, Myself & Irene",6.603,4094,149270999,"schizophrenia, road trip, ex-cop, aftercreditsstinger, duringcreditsstinger, hilarious, ridiculous"
Mission: Impossible II,6.135,7299,546388108,"dying and death, mask, island, central intelligence agency (cia), helicopter, computer, spain, undercover, skyscraper, secret mission, spy, secret identity, ex-lover, fake identity, secret agent, climbing, secret government organization, infiltration, duel, lethal virus, motorcycle, rescue team, slow motion, agent, fictional government agency, research laboratory, motorcycle chase, government agency, based on tv series"
Detective Conan: Captured in Her Eyes,7.399,193,23211413,"amnesia, detective, murder, shounen, anime, suspense, mystery"
The Alternate,2.9,14,0,president
Cruel Intentions 2,5.074,410,0,"manipulation, private school, prequel, stepsister"
Heart of the Warrior,4.816,20,0,"role playing game, jewel thief, religious cult, sword and sorcery, magic gem"
Bring It On,6.266,1798,90449929,"high school, florida, sports, routine, affectation, cheerleader, plagiarism, rivalry, high school sports, cheerleading, teen movie, teenage girl, cynical, audition, cheering crowd, choreography, championship, duringcreditsstinger, provocative, reminiscent, admiring, amused, mean spirited, melodramatic"
Audition,7.1,1683,359853,"sadism, man looking for wife, psychological thriller, torture, pretty woman"
Shriek If You Know What I Did Last Friday the Thirteenth,4.7,319,0,"high school, parody, murder, spoof, reporter, slasher, horror spoof, university, horror parody"
From Dusk Till Dawn 3: The Hangman's Daughter,4.907,381,9617,"mexico, vampire, indian territory, outlaw, wild west"
Race Against Time,4.9,7,0,organ transplant
Bruce Lee: A Warrior's Journey,7.324,105,0,"martial arts, philosophy, interview, behind the scenes, east asian lead, retrospective, outtakes, raw footage, bruce lee, jeet kune do"
Victoria Wood with All the Trimmings,6.5,6,0,"parody, sketch comedy"
The Next Best Thing,5.3,194,24362772,"parent child relationship, custody battle, flush, yoga, single, best friend, los angeles, california, single father, co-parenting"
Here on Earth,5.816,187,10873148,"high school, car race, diner, private school, coming of age, cancer, working class, teenage love, spoiled rich kid, barefoot female"
The Truth About Jane,6.2,54,0,"coming out, woman director"
Our Lips Are Sealed,6.057,283,0,"sydney, australia, high school, fbi, twin sister, witness protection, twins, american abroad, diamond theft, pimple, stolen jewel"
Romeo Must Die,6.269,1279,91036760,"martial arts, hip-hop, oakland, california, east asian lead"
Dark Prince: The True Story of Dracula,6.1,48,0,"vampire, romania"
Mohabbatein,7.046,274,20000000,"becoming an adult, tradition, forbidden love, musical, elite, principal, discipline, school life, teachers and students"
Der Hahn ist tot,2.333,3,0,woman director
Fast Lane to Malibu,4.333,15,0,"imprisonment, malibu, hitchhiker, softcore, female police officer, erotic movie, taking a shower, best friends"
Common Wealth,6.9,333,0,"estate agent, treasure, greed, stolen money, neighbor, conflict, inheritance fight"
The Broken Hearts Club: A Romantic Comedy,6.247,91,1744858,"roommates, baseball, male friendship, in vitro fertilisation, romcom, relationship problems, lesbian relationship, lgbt, gay friend, gay theme, gay relationship"
Thomas and the Magic Railroad,5.4,92,19748009,"nightmare, magic, mountain, villain, bridge, windmill, deceived wife, family relationships, coal, woman director, trains, train station, relaxed, based on tv series, chase scene, admiring, ambiguous, comforting, complicated, defiant, magic gold dust, buffers"
Coyote Ugly,6.269,2200,113900000,beautiful woman
Something to Sing About,5.7,10,0,singing
Così Fan Tutte - Teatro Comunale di Ferrara,0.0,0,0,mozart
The Land Before Time VII: The Stone of Cold Fire,6.2,275,0,"family relationships, dinosaur"
Blood: The Last Vampire,6.838,354,0,"vampire, military base, jeep, vampire hunter (slayer), murder, 1960s, anime, horror"
Nine Queens,7.761,776,12413888,"hotel, con man, stamp, partner, money, revenge, scam, double crossed, counterfeit, grifter, con game, swindle, forgery, brother sister relationship, inspirational, con artists, absurd, con men, cine argentino, whimsical, vibrant, twist ending, stamp collector"
The Whole Nine Yards,6.5,2002,106371651,"chicago, illinois, gangster, montreal, canada, mafia, dentist, hoodlum"
"Delphine Seyrig, portrait d'une comète",8.0,1,0,artfilm
MVP: Most Valuable Primate,4.734,94,0,sports
The Poet,6.3,3,0,"2000s, a poem"
Baise-moi,4.807,471,940944,"rape, nihilism, sadism, women's sexual identity, feminism, revenge, murder, woman director, depravity, new french extremism"
3-2-1 Penguins!: Trouble on Planet Wait-Your-Turn,7.667,3,0,"penguin, short film"
The Filth and the Fury,6.899,79,0,"punk rock, biography, sex pistols, rock music, retrospective"
On Hostile Ground,3.3,15,2595,"police, new orleans, louisiana, mardi gras, street riots, riot, disaster, parade, geologist, disaster movie, tunnel collapse"
Mummy Dearest: A Horror Tradition Unearthed,7.0,12,0,making of
Murder Rooms: The Dark Beginnings of Sherlock Holmes,8.0,2,0,"arthur conan doyle, sherlock holmes, murder rooms"
Eto Na Naman Ako,0.0,0,0,philippines
Up Against Amanda,3.6,10,0,"hidden camera, neighbor, hot tub"
A Constant Forge,6.6,13,0,"biography, romance"
The Inspectors 2: A Shred of Evidence,5.8,13,0,"sequel, credit card, mail, postal inspector, identity theft"
Vom Überleben - Die Geschichte der Mania Hartmayer-Breuer,0.0,0,0,world war ii
A Father's Choice,5.1,30,0,"killing, murder, cowboy, killed, murdered, loss and grief"
The Perfect Son,4.6,7,0,gay theme
Shooting War,5.9,8,0,world war ii
The 6th Day,5.994,2169,96085477,"laser gun, clone, dystopia, dna, villain, futuristic, murder, cyberpunk, scientist, alternative reality, implanted memory, action hero"
Manchester United: Beyond the Promised Land,4.7,10,0,sports
Justice League: The First Mission,8.0,1,0,"superhero team, short film, dc animated universe (dcau), justice league"
A Storm in Summer,5.8,4,0,uncle nephew relationship
Into Pitch Black,6.1,92,0,"prison, bounty hunter, prisoner, alien, outlaw, alien planet, distant future, escaped prisoner, spaceship crash"
Animal Factory,6.323,251,43805,"strike, guitar, jail guard, prison warden, survival"
Reindeer Games,5.693,701,32168970,"prison, small town, robbery, casino, villainess, manipulation, role reversal, extramarital affair, voyeurism, christmas, suspenseful"
Unbreakable,7.144,9682,248118121,"philadelphia, pennsylvania, parent child relationship, marriage crisis, superhero, train accident, invulnerability, biting, super power, disability, shocking, angry, hostile, father son relationship, frightened"
Bread and Roses,6.286,131,706876,"janitor, security guard, labor organizer, labor union, social realism"
"Religion, la fuerza de la costumbre",7.5,2,0,"mexico, christianity, religion, family, catholicism"
Casper's Haunted Christmas,5.4,191,0,"holiday, assistant, cartoon, tricks, surrealism, look-alike, kindness, ruler, scare, task"
The Debt from Baden Baden,6.0,1,0,bhcard
The Million Dollar Hotel,5.9,363,105983,"hotel, friendship, insanity, fbi, confidence, junkie, los angeles, california, drugs"
I Know Who You Are,5.071,14,0,woman director
Bohemia Docta or the Labyrinth of the World and the Lust-House of the Heart (A Divine Comedy),0.0,0,0,essay film
El Bola,7.1,159,100957,"child abuse, abusive father, best friend, amusement park, hardware store, anxious, wistful, compassionate"
Unauthorized Brady Bunch: The Final Days,3.0,7,0,"1970s, based on true story, child star"
The Laws of the Sun,2.0,1,0,"based on novel or book, anime, religious propaganda, cult propaganda"
Texas Chain Saw Massacre: The Shocking Truth,6.9,22,0,"movie business, censorship, texas chainsaw massacre"
Billy Elliot,7.598,3982,109280263,"dancing, friendship, dreams, dancing class, northern england, workers' quarter, strike, small person, homophobia, hope, mentor, sadness, socialism, youngster, letter, ballet dancer, street riots, coming of age, ballet, young boy, cross dressing, crying, single father, audition, dance class, retrospective, lgbt, revolt, ballet school, emotional vulnerability, helping children, smart kid, street kid, dance teacher, 1980s, miners strike, father son relationship, 80s throwback, ballet dancing, gay theme, late 20th century, teen playing kid, ya, generational divide, celebratory"
Kevin & Perry Go Large,5.0,156,0,"puberty, first time, virgin, becoming an adult, holiday, disc jockey, longing, beatnik, ibiza"
The Princess and the Warrior,6.9,136,0,"nurse, life-saver, romance, bank robbery"
Held for Ransom,4.8,5,0,"ransom, kidnapping, hostage situation"
The Million Dollar Kid,2.0,4,0,"lottery, family relationships"
"René Vautier, le maquisard à la caméra",10.0,1,0,"africa, algeria, militant, algerian war (1954-62), maghreb, panafricanism"
Hollywood Boulevard - Die Hauptstraße der Traumfabrik,0.0,0,0,hollywood
Our Lady of the Assassins,7.2,194,0,"lgbt, gay theme"
Conrad and Butler Take a Vacation,4.6,9,0,"vacation, buddy"
Meat Loaf: To Hell and Back,7.9,4,0,biography
Under Suspicion,6.11,502,1308242,"rape, suspicion of murder, jogging, sexual murder, serial killer, lawyer, murder hunt, gaslighting"
Tribute to Desmond Llewelyn,7.5,4,0,"tribute, behind the scenes, deceased"
The Lonely,3.667,6,0,"sibling relationship, new life"
Classic Albums: Bob Marley & the Wailers - Catch a Fire,6.5,16,0,"reggae, bob marley & the wailers, jamaican reggae band, 'catch a fire'"
La toma de la embajada,6.0,5,0,"guerrilla warfare, hostage-taking, hostage negotiator"
After the Reconciliation,7.1,9,0,woman director
The World of Dragon Ball Z,7.7,43,0,"martial arts, flying, transformation, brotherhood, alien, flashback, based on manga, muscleman, special feature, anime, elderly man, outer space, spaceship, small boy, flying cloud"
A Kiss in the Dark,0.0,0,0,coma
The Simpsons: America's First Family,10.0,1,0,"cartoon, america, documentary, animation"
Chuck Jones: Extremes and In-Betweens - A Life in Animation,6.833,6,0,"biography, filmmaking, cartoonist, animator, animation documentary"
Pokémon 3: The Movie,6.517,662,68452128,"mountain village, young boy, fighting, family, based on video game, missing parent, anime, father daughter relationship, teen adventure, valley, adventure"
Beau Travail,7.1,340,0,"dance, based on novel or book, foreign legion, woman director, masculinity, power play, djibouti, gay theme"
The Stalking of Laurie Show,5.3,15,0,"based on true story, woman director"
If These Walls Could Talk 2,6.5,107,0,"sexuality, 1970s, lesbian relationship, marijuana, feminist, lgbt, multiple storylines, woman director, 1960s"
Holiday Heart,6.81,21,0,"drug dealer, drag queen, christianity, drug addiction, loss, police officer, gay parent, fatherhood, broken home, mother daughter relationship, gay theme"
A Family in Crisis: The Elian Gonzales Story,4.8,4,0,based on true story
The Making of 'The Bridge on the River Kwai',6.3,3,0,"behind the scenes, perfectionist, employer employee relationship"
Hair Under the Roses,6.1,17,0,"sexuality, teenage sexuality, gay theme"
Erin Brockovich,7.4,3485,256271286,"biography, based on true story, single mother, water pollution, environmental law, legal drama, corporate negligence"
The Gift,6.466,1317,12008642,"small town, sheriff, dreams, fortune teller, nightmare, court, widow, tarot cards, premonition, backwoods, pond, extrasensory perception, clairvoyant, abusive husband, southern gothic"
Zora la vampira,5.7,64,0,"rap music, hip-hop, vampire, ghetto, dark comedy, graffiti tags, dracula"
Shaft,6.009,1381,107626125,"drug dealer, new york city, corruption, sibling relationship, based on novel or book, italian american, remake, revenge, murder, drugs, police officer, xenophobia, lucifer morningstar, african american"
Conman in Tokyo,5.6,9,0,"martial arts, gambling"
The Endurance,6.89,41,2452566,"expedition, rescue mission, antarctica, rescue team, endurance, old photograph, caught, rescue operation, oceans rescue, polar expedition, documentary film, antarctic exploration, ice floe"
Taxi 2,6.264,1830,64433844,"paris, france, yakuza, police operation, special unit"
Love Torn in a Dream,7.5,11,0,"painting, community"
Moving Target,4.2,13,0,"murder, ireland, kickboxing, galway"
Shit Happens,3.3,3,0,"pregnancy, parenthood, family"
Girls Can't Swim,3.938,16,0,woman director
Von Trier's 100 Eyes,7.2,8,0,"dance, woman director"
Ultraman Tiga: The Final Odyssey,6.6,22,0,kaiju
Two Heads Are Better Than None,7.2,21,0,kenan & kel
The Greeks: Crucible of Civilization,0.0,0,0,"greece, civilization, greek history, greeks"
Francisco Boix: A Photographer in Hell,5.0,4,0,"photographer, concentration camp, holocaust (shoah), world war ii, spanish civil war (1936-39), biography, holocaust (shoah) survivor, dying young, nazi occupation, concentration camp survivor, 1940s, spanish second republic (1931-39), nazi trials, nazi war criminal, spanish republican"
Requiem for a Dream,8.013,10620,7390108,"drug dealer, corruption, drug abuse, unsociability, degradation, insanity, heroin, drug addiction, junkie, hallucination, speed, diet, orderly, surrealism, illusion, fondling, drug use, grief, tragedy, drug pusher, marijuana, chain gang, postmodern, drug trade, psychiatrist, drugged, illegal prostitution, gay parent, subculture, bitterness, hatred, industrial music, force feeding, decadence, marijuana joint, boyfriend girlfriend relationship, heroin addict, prescription drug abuse, eating disorder, heroin addiction, voyeurism, brunette, sign languages, shock, narcotics, hospitalization, incarceration, gay theme, lesbian, cautionary tale, methamphetamine, drug addict, moral corruption, psychological drama, split screen, dramatic, anal play"
Company Man,5.0,36,146193,duringcreditsstinger
Tales of The Kama Sutra: The Perfumed Garden,4.8,9,0,"erotic movie, erotic"
East of A,0.0,0,0,"new york city, aids, woman director"
Dracula 2000,5.234,725,47053625,"martial arts, london, england, fight, vampire, christianity, bite, transformation, vampire hunter (slayer), punishment, werewolf, gothic horror, urban gothic, dracula"
Escaflowne: The Movie,6.7,143,0,"depression, teen angst, tragic hero, tragic villain, mecha, unrequited love, airship, dragon, suicide note, adult animation, wings, anime, city ruin"
After Alice,5.3,19,0,"serial killer, psychic vision, alcoholic cop"
Sharing the Secret,6.3,23,0,"parent child relationship, bulimia, teenage girl, eating disorder, woman director"
Scream 3,6.0,3854,161834276,"mask, isolation, movie business, ex-cop, sequel, serial killer, reporter, slasher, hollywood, self-referential, phone call, satirical, annual phone call"
Space Cowboys,6.399,1458,128900000,"nasa, space travel, space western, astronaut, elderly"
Scream and Scream Again: A History of the Slasher Film,6.0,1,0,"urban legend, slasher, horror filmmaking, horror fans, horror junkie, scary stories"
The Bogus Witch Project,3.0,21,0,"satire, parody, spoof, found footage, horror parody"
The Hustle,3.786,7,0,"hustler, con artist"
Airboss IV: The X Factor,2.0,2,0,"eco terrorism, north korea"
"No Deposit, No Return",0.0,0,0,independent film
The Cell,6.272,1635,104155843,"california, schizophrenia, drowning, virtual reality, therapist, psychopath, fbi, investigation, horse, gore, surrealism, sadomasochism, serial killer, desert, mind game, subconscious"
Autumn in New York,6.1,742,90726668,"dying and death, new love, love of one's life, unexpected happiness, kiss, success, love, relationship, unhappiness, woman director, fear of dying, intimate, sentimental, romantic, familiar, melodramatic, tragic"
I'll Wait on You Hand and Foot,0.0,0,0,"baby, province, longing, girl from the province, immaturity"
Ju-on: The Curse,6.766,288,0,"japan, haunted house, stalker, curse, fear, vengeful ghost, occult, ghost"
Traffic,7.082,2297,207500000,"drug dealer, daughter, mother, drug abuse, drug smuggling, smuggling (contraband), war on drugs, drug trafficking, addicted, police operation, father, usa–mexico border, addiction, drug lord, marriage dispute"
Bedazzled,6.071,2023,90383208,"love of one's life, wish, sale of soul, pact with the devil, remake, devil, demon, wishes come true, devil woman, searching for love, deal with the devil"
Joint Security Area,7.811,770,0,"border, korean war (1950-53), soldier, united nations, dmz, korean army, inter-korean relations"
Doraemon: Nobita and the Legend of the Sun King,6.9,55,31300000,"maya civilization, time travel, anime"
The Princess of Diamonds,6.5,4,0,"princess, grass, curse, diamonds"
Clint Eastwood: Out of the Shadows,7.1,7,0,biography
Little Go Beep,6.4,7,0,road runner
Bar Hopping,3.6,5,0,dating
Cardcaptor Sakura: The Sealed Card,8.1,186,0,"japan, magic, elementary school, romance, clamp, shoujo, sixth grader, card, video tape, anime, magical girl"
Stepsister from Planet Weird,5.618,51,0,"based on novel or book, alien, ufo, alien planet, wedding, strange behavior, stepsister"
