keyword,2000_2004,2005_2009,2010_2014,2015_2019,2020_2024,mean_rank_slope
missing person,1530,1662,440,154,100,436.80000000000024
sign languages,1530,1662,351,82,139,436.2
cliché,1530,1662,891,188,169,419.60000000000014
parenting,1530,1662,443,346,197,398.2000000000002
based on light novel,1530,1662,1106,279,249,394.5000000000001
spin off,1530,1568,1081,325,187,392.9
superhero team,1530,1577,1220,322,194,392.7000000000002
meditative,1530,1662,131,157,319,392.70000000000005
gentle,1530,1662,1576,126,335,392.6000000000001
generation z,1530,1662,1576,295,255,391.7000000000003
marvel cinematic universe (mcu),1530,1370,592,220,163,388.40000000000015
murder mystery,1530,1662,854,488,186,386.20000000000016
social media,1530,1662,1576,519,195,381.3000000000002
singing,1530,1331,1017,364,134,375.90000000000026
straightforward,1530,1662,376,787,109,371.70000000000033
wry,1530,1662,1576,374,323,370.2
seoul,1530,1662,1576,469,278,369.70000000000033
sister sister relationship,1225,1662,861,205,110,368.7000000000001
death of wife,1530,1662,1576,308,373,366.8000000000002
deaf,1530,1662,593,427,341,361.3000000000002
norway,1530,1662,1576,343,402,357.5000000000002
new mexico,1530,1457,1308,394,292,353.90000000000026
dark,1530,1662,1576,601,293,353.5000000000004
death of mother,1530,1662,757,564,332,349.4000000000004
courtroom,1530,1662,774,716,260,348.6000000000002
female empowerment,1530,1662,1576,464,412,343.4000000000002
dc extended universe (dceu),1530,1662,1576,763,269,342.1000000000002
based on toy,1530,1558,452,721,239,341.9000000000002
slice of life,1530,1096,604,460,141,341.4000000000002
wolf,1530,1423,495,861,104,341.4000000000001
shapeshifting,1530,1662,1576,734,291,340.59999999999997
zealous,1530,1662,262,714,306,339.60000000000025
video game,1454,1662,1151,480,351,338.8000000000003
boys' love (bl),1530,1662,484,988,175,338.40000000000026
seinen,1530,1662,827,335,503,338.10000000000014
clinical,1530,1662,182,297,523,337.90000000000026
based on myths,1530,1662,1568,750,304,336.40000000000003
legends or folklore,1530,1662,1568,750,304,336.40000000000003
tense,1530,668,191,115,126,336.1000000000003
reboot,1530,1048,651,372,188,336.0000000000001
infiltration,1530,1662,1576,331,537,331.7000000000002
monkey,1530,1662,807,641,409,326.30000000000007
professional assassin,1530,1662,1576,780,375,319.2000000000002
lesbian relationship,1530,1599,1108,302,583,319.1000000000004
independent film,1530,571,488,405,29,316.8000000000002
japanese high school,1530,888,745,198,294,316.20000000000016
body horror,1530,1586,1576,1391,49,315.7000000000003
brooklyn,1375,1587,927,476,358,314.5000000000001
unassuming,1530,1662,518,939,324,313.50000000000017
resurrection,1530,1662,1576,475,556,313.50000000000006
alternate version,1530,1662,1576,936,340,310.60000000000025
clown,1530,1662,1273,175,727,309.3000000000002
addiction,1243,1662,1576,573,254,306.70000000000016
winter,1530,534,498,122,207,305.8000000000001
origin story,1530,1662,1087,1391,150,303.10000000000036
cousin relationship,1530,1662,714,999,348,302.70000000000016
speculative,1530,821,1576,255,303,302.0000000000002
mansion,1530,1524,1576,584,491,301.8000000000001
racing,1530,1662,1079,409,657,299.9000000000003
isolation,1249,1662,360,314,425,299.60000000000014
murder investigation,1530,1541,633,771,424,298.2000000000001
satanic cult,1530,1662,1539,487,629,297.7
toxic masculinity,1530,1662,1576,700,526,297.0000000000001
portal,1530,1662,1576,943,407,296.5000000000002
family dynamics,1530,1662,1576,1391,183,296.50000000000017
mad scientist,1374,1662,1576,410,522,295.6000000000002
bitter,1530,599,509,199,265,293.0000000000001
teen social issues,1530,1662,1576,1391,203,292.5000000000003
live action remake,1348,1459,575,271,484,291.6000000000003
self-harm,1530,1662,1576,1391,208,291.5000000000003
new england,1530,1662,1576,990,411,291.00000000000017
nuclear weapons,1530,1662,763,1391,221,288.9000000000002
apartment,1530,1662,1576,1391,223,288.50000000000006
dreary,1530,413,82,344,124,288.1000000000001
asian american,1530,1662,1576,1391,229,287.30000000000035
lgbt teen,1530,1662,459,1391,232,286.70000000000016
struggle for survival,1530,1233,796,808,311,286.3000000000002
interdimensional travel,1530,1662,1576,1391,235,286.10000000000025
adaptation,1530,1662,1576,1391,237,285.7000000000003
pop music,1530,1662,1576,1391,244,284.3000000000001
aging,1530,1662,1576,513,686,283.7000000000004
death of family,1530,1662,1576,536,675,283.6000000000003
teenage protagonist,1530,1662,846,1133,381,282.7000000000002
demonic possession,1530,1596,1061,609,610,282.7000000000001
hand drawn animation,1530,1662,1576,1391,256,281.9000000000001
calm,1393,640,1576,381,116,281.3000000000001
forceful,1530,1662,809,1391,261,280.9000000000003
genocide,1530,1662,1341,692,614,280.2000000000003
folklore,1530,1662,1576,1391,266,279.9000000000003
supervillain,1530,1662,255,291,818,279.5000000000001
interrogation,1530,833,442,709,196,279.2000000000001
2010s,1530,1497,1576,1391,191,278.40000000000015
loss and grief,1530,1662,1576,1391,279,277.3000000000001
brisk,1082,1662,1576,269,393,277.10000000000014
activism,1530,1662,1576,1391,282,276.7000000000001
edited from tv series,1530,1662,1576,965,499,275.90000000000003
pastiche,1530,1662,1576,1391,287,275.7
moral dilemma,1530,1662,310,1391,288,275.50000000000017
adopted child,1530,1662,1576,1391,289,275.30000000000007
usa politics,1530,1662,1576,1124,426,274.60000000000025
library,1530,1662,1576,390,793,274.6000000000002
teen superhero,1530,1662,297,1391,295,274.10000000000036
first love,1530,303,286,261,182,273.8000000000001
portugal,1530,1662,1576,1255,365,273.7000000000002
existentialism,1530,1662,596,1391,299,273.3000000000002
computer animation,1530,1501,1576,1113,359,272.99999999999994
race against time,1530,880,327,197,507,272.90000000000003
stereoscopic film,1530,1662,1576,1391,301,272.9
seaside town,1530,1662,1576,1391,310,271.10000000000025
action comedy,1530,1662,1576,1391,313,270.5000000000003
prequel,1423,422,892,446,62,269.8000000000001
queer loneliness,1530,1662,1576,1391,327,267.70000000000005
motherhood,1530,1662,1576,1391,328,267.50000000000006
empire,1530,1662,1576,1391,330,267.1000000000002
illumination,1530,1662,740,740,656,267.0000000000002
native american,1220,1662,894,249,597,265.90000000000015
masculinity,1530,1662,1576,1391,337,265.7
grandfather grandson relationship,1530,1662,1576,1391,339,265.3
used generative a.i.,1530,1662,1576,1391,343,264.5000000000001
exploration,1530,1662,1576,1391,344,264.3000000000002
jewish,1530,1662,1576,1391,354,262.3000000000001
3d animation,1530,569,183,435,286,262.2000000000001
arrested development,1530,1662,1576,1391,362,260.70000000000005
lisbon,1530,1662,1576,1391,365,260.09999999999997
doll,1530,1362,1535,1391,216,259.9000000000002
sex worker,1530,1662,1576,1391,367,259.7000000000002
brother brother relationship,1223,1312,1283,284,445,258.4000000000002
knife fight,1530,1662,1576,1391,382,256.70000000000016
sacrifice,1173,1662,306,995,224,256.50000000000006
blood,1530,1662,1576,1391,384,256.3000000000001
killing spree,1530,1662,460,1391,385,256.10000000000014
hunted,1530,1662,1576,1391,390,255.10000000000016
superhero teamup,1530,1662,1576,1391,392,254.70000000000013
giant creature,1530,1662,1576,1391,394,254.30000000000018
sand dune,1530,1662,1576,1391,394,254.30000000000018
giant worm,1530,1662,1576,1391,394,254.30000000000018
talking animal,1483,814,1197,459,391,253.90000000000015
pornography,1530,1615,1576,1391,374,253.60000000000025
messiah,1530,1662,1576,1391,398,253.50000000000003
bromance,1530,1662,1576,626,782,253.2000000000001
former best friend,1530,1662,1576,1391,401,252.90000000000035
quest for knowledge,1530,1662,1576,1391,404,252.30000000000018
prayer,1530,995,1544,696,421,251.70000000000013
crime spree,1530,1662,1576,1391,416,249.9000000000001
cliffhanger,1530,1662,1576,1391,418,249.5
snow,1530,809,1030,107,635,249.20000000000016
barn,1530,1662,1576,1391,420,249.10000000000025
memories,1530,1662,1016,880,676,249.0000000000001
kids,1488,933,1576,264,582,248.1000000000001
clairvoyant,1530,1662,1576,1391,427,247.70000000000024
mutilation,1530,1662,1576,1391,428,247.50000000000009
compilation,1530,1375,1576,963,499,247.40000000000015
child abduction,1530,1662,674,1391,429,247.30000000000007
spousal abuse,1530,1662,1576,1391,433,246.50000000000017
transgender,1530,1662,1576,1391,440,245.1000000000003
violent death,1530,1662,1335,1391,441,244.90000000000003
alien invasion,1309,387,223,252,155,244.3000000000002
racism,1252,632,265,72,312,244.0000000000001
family abandonment,1530,1662,1576,1391,446,243.9000000000002
wonder,1530,486,1576,265,422,243.7000000000002
historical drama,1308,1662,583,1391,227,243.30000000000007
alien life-form,968,1636,1576,773,184,243.10000000000028
female sexuality,1530,1662,1576,1391,452,242.70000000000024
paranoia,1530,792,394,691,372,241.7000000000002
animals,1326,359,1024,54,271,241.50000000000014
ridiculous,1413,1561,448,883,545,241.4000000000001
colonization,1530,1662,1576,1080,615,241.2000000000001
family secrets,1530,1662,621,1014,648,241.2000000000001
arizona,1530,1662,1464,827,745,240.50000000000023
inspiring,1530,1662,1576,1391,465,240.1000000000003
aspiring actress,1530,1662,1576,1391,466,239.9000000000004
celebrity,1345,1662,1009,1028,464,239.60000000000008
teamwork,1530,1662,1576,1391,469,239.30000000000015
cat,793,1662,511,395,233,238.70000000000024
korean,1530,1662,1576,1391,472,238.70000000000005
possession,1494,457,630,556,252,238.50000000000006
sexual awakening,1530,1662,686,1391,474,238.3000000000002
estranged mother,1530,1662,1576,1391,476,237.90000000000006
absurdism,1530,1662,1576,1391,477,237.70000000000016
death in family,1530,1662,1576,1391,479,237.3000000000003
based on real person,1530,1662,371,1391,480,237.10000000000008
evolution,1493,1662,1576,585,847,236.9000000000002
peer pressure,1530,1662,1576,1391,481,236.9000000000001
woman in wheelchair,1530,1662,1576,1391,482,236.70000000000013
vrmmo,1530,1662,1576,627,867,236.1000000000003
female superhero,1530,1662,1576,1391,485,236.10000000000022
swimming pool,1530,1149,1576,189,830,236.00000000000006
secret mission,1530,1662,1576,1391,488,235.50000000000026
action,1530,1662,1282,710,829,235.40000000000018
abandonment,1530,1662,1576,1391,490,235.10000000000022
family vacation,1530,1197,1099,766,571,234.90000000000026
experiment,1327,850,673,595,281,234.7000000000002
metoo,1530,1662,1576,1391,494,234.30000000000015
child murder,1530,674,680,320,538,233.80000000000018
stranded,1530,1662,1576,378,1006,233.20000000000007
gorilla,1530,1662,414,621,886,232.90000000000015
coming out,1530,1378,1576,1391,360,232.7000000000002
interracial romance,1530,1662,1576,1391,505,232.1000000000002
spider web,1530,1662,1576,1391,506,231.90000000000018
sexual assault,1530,1662,1576,1391,509,231.3000000000002
cars,1530,1662,1576,583,914,231.1000000000002
adopted son,1530,1662,1576,1391,510,231.1000000000002
normandy,1530,1662,1576,1391,511,230.90000000000026
pathetic,1530,1662,1576,895,760,230.7000000000001
disrespectful,1530,965,1002,981,369,230.6
sexual violence,1530,1662,1190,1391,515,230.10000000000005
empathy,1530,1662,1576,1391,516,229.90000000000018
sensuality,1530,1662,1576,1391,519,229.30000000000024
treason,1530,1662,1576,1391,520,229.10000000000022
hedgehog,1530,1662,1576,1391,521,228.90000000000015
moral conflict,1530,1662,1576,1391,524,228.3000000000003
natural disaster,1150,1597,1576,452,581,228.30000000000013
social commentary,1530,1662,1576,1391,525,228.10000000000025
rogue agent,1530,1662,1576,1391,528,227.5000000000001
woods,1383,1033,305,630,449,227.1000000000001
police procedural,1530,1662,1576,1391,534,226.30000000000013
dual role,1530,1662,1576,1391,535,226.10000000000008
questioning,1530,882,1576,341,673,225.50000000000023
antisemitism,1381,1662,1576,1391,389,225.50000000000014
post-traumatic stress disorder (ptsd),1336,970,1122,499,447,224.90000000000015
cgi-live action hybrid,1490,1504,257,380,928,224.8000000000001
grandmother grandson relationship,1530,1662,1576,1391,543,224.50000000000026
crime family,1530,1662,629,1373,552,224.50000000000017
disdainful,1530,1662,969,298,1091,224.2000000000002
rape and revenge,1530,858,1083,407,637,223.70000000000022
alien monster,1530,1662,1576,1391,554,222.30000000000018
interracial marriage,1530,1662,1576,1391,555,222.1000000000002
buddy comedy,1530,1662,594,749,876,222.1000000000001
birthday party,1530,1662,752,657,925,221.50000000000028
sword duel,1530,1662,1576,1391,558,221.5000000000002
atomic bomb test,1530,1662,1576,1391,559,221.3000000000002
father daughter estrangement,1530,1662,1576,1391,560,221.10000000000028
intimate,1098,617,32,162,220,221.1
true crime,1530,1662,1576,1391,561,220.90000000000038
abusive husband,1437,1662,1576,1391,471,220.3
world war i,1530,1662,1576,327,1098,219.9000000000003
oklahoma,1530,1662,1576,1391,566,219.90000000000012
newspaper or article,1530,1662,1576,738,896,219.2000000000001
based on magazine,1530,1662,1576,737,897,219.1000000000003
mental health,1530,1662,1576,1391,570,219.10000000000014
fashion designer,1431,1662,1576,1391,473,218.70000000000005
brother sister relationship,851,1106,204,428,103,217.40000000000006
arrogant,1530,1662,1576,643,953,217.30000000000018
alternate dimension,1390,1662,1576,1391,439,217.30000000000013
mature,1530,1662,1576,1391,580,217.10000000000025
distant future,1530,915,1576,1391,211,216.20000000000022
isolated farmhouse,1530,1662,1576,1391,585,216.10000000000028
ancient evil,1530,1662,1576,693,937,215.5000000000002
sea,1170,1537,758,660,539,213.90000000000018
dramedy,1530,1662,1576,1111,737,213.70000000000022
boat,1530,1662,934,510,1038,213.60000000000002
vexed,1530,1662,510,1391,598,213.50000000000017
mother son relationship,885,512,55,56,46,213.40000000000006
pub,1530,1662,1576,1391,603,212.50000000000017
nazi germany,1530,1662,1576,1391,604,212.30000000000007
giant monster,1100,855,1292,647,144,212.0000000000001
teen anger,1530,1662,1576,1391,609,211.30000000000007
korean american,1530,1662,1576,1391,611,210.90000000000006
alligator,1530,1662,1576,1018,800,210.40000000000018
children in danger,1530,1662,1576,1391,620,209.1000000000002
cannibalism,1530,1360,1576,1391,470,208.90000000000032
hopeless,1530,889,1576,1391,236,208.59999999999997
artist,1530,1279,978,329,966,207.80000000000024
based on children's book,1201,444,397,128,320,207.80000000000007
dread,1530,1662,1576,1391,628,207.5000000000001
vulnerability,1530,1662,1576,1391,634,206.29999999999993
childhood friends,993,1557,540,1210,137,205.90000000000023
bloody,1530,1662,1576,1391,640,205.1000000000002
oil industry,1530,1662,1576,1391,642,204.70000000000024
loving,1155,64,67,49,140,204.50000000000006
crime boss,1530,1662,574,1205,738,204.10000000000028
poverty,1530,1662,1576,1267,707,204.1000000000001
novelist,1530,1662,676,1391,645,204.10000000000005
satanic panic,1530,1662,1576,1391,646,203.9000000000002
family comedy,1530,1662,1576,1391,647,203.7000000000002
idaho,1530,1662,1576,1391,649,203.30000000000007
music teacher,1530,1662,1576,1391,651,202.9000000000002
busan,1530,1662,1542,1391,653,202.50000000000014
jews,1530,1662,1576,1391,654,202.29999999999998
20th century,1530,1662,1576,1391,655,202.10000000000002
climate change,1530,1662,1576,902,902,201.60000000000028
1990s,708,927,330,190,69,201.5000000000001
hard,1530,1662,246,1391,659,201.30000000000013
euphoric,1530,232,87,885,199,200.90000000000018
lovecraftian,1530,1662,1228,1391,662,200.70000000000013
joyous,673,1240,1576,222,179,200.60000000000005
exorcism,1392,1102,561,947,467,200.50000000000014
brotherhood,1530,1662,1576,1391,664,200.30000000000015
folk horror,1530,1662,1294,468,1126,200.20000000000022
based on webcomic or webtoon,1530,1662,1576,998,863,199.8000000000002
copycat killer,1530,1662,1576,1391,667,199.70000000000016
alien planet,1530,1008,1154,992,540,199.60000000000002
terrorist bombing,1530,1662,1576,1272,729,199.20000000000016
talking dog,1530,1662,1576,1391,670,199.10000000000005
christian faith,1530,1662,1444,1391,671,198.90000000000015
anxiety,1530,1662,1576,1391,674,198.30000000000015
married woman,1530,1662,1576,1391,677,197.7000000000004
grim,360,1662,365,217,96,197.30000000000013
cult,1530,1662,1164,333,1209,197.1000000000002
scathing,1530,400,1576,363,563,197.10000000000014
shounen,706,902,734,155,94,197.09999999999997
con artist,829,1662,424,216,569,196.60000000000022
abusive father,1040,1662,1576,454,661,196.60000000000005
world domination,1530,1662,1576,1391,683,196.50000000000003
cinema,1530,1662,1576,1391,684,196.30000000000013
dark fantasy,1228,452,320,375,285,196.30000000000007
multiple stabbings,1530,1662,1576,1391,687,195.7000000000002
animal attack,1530,1662,1576,180,1293,195.60000000000025
loss of son,1530,1662,1576,1391,688,195.50000000000014
party,1530,1662,1576,1391,691,194.90000000000026
norse mythology,1530,1662,1278,406,1184,194.80000000000013
closeted homosexual,1530,1662,1576,1391,692,194.7000000000002
death in childbirth,1530,1662,1576,1391,693,194.5000000000001
pacifism,1530,1662,1576,192,1293,194.4000000000001
halloween night,1530,1662,1576,1391,695,194.10000000000022
working class,1530,1662,1576,567,1108,193.9000000000001
mountain climbing,1203,1662,1576,1391,370,193.70000000000027
jukebox musical,1530,1662,1576,1114,838,193.20000000000024
detached,1530,1662,457,1391,700,193.09999999999994
technology,1449,1290,1073,387,936,192.9000000000002
fighter pilot,1530,1662,1576,1391,702,192.70000000000013
android horror,1530,1662,1576,1391,704,192.30000000000018
singer,1330,627,1449,234,565,192.30000000000013
scam,1530,1662,1576,1391,706,191.90000000000006
the conjuring universe,1530,1662,1059,1116,844,191.8000000000002
imprisonment,1530,1662,1259,221,1293,191.50000000000023
ireland,1061,1662,1223,1391,240,191.30000000000015
series of murders,1218,1662,1576,1391,399,190.9000000000001
samurai sword,1530,1662,1027,1391,713,190.5
violence,1275,99,492,386,180,190.3000000000001
creepy doll,1530,1662,1576,1391,716,189.90000000000026
boy band,1530,1662,1576,1391,717,189.70000000000036
teenage boy,828,895,169,530,63,189.50000000000014
lesbian,742,1662,1179,330,462,189.20000000000005
killer clown,1530,1662,1576,1391,722,188.70000000000022
niece,1530,1662,1576,1391,725,188.1000000000001
disapproving,1530,1662,1576,257,1293,187.90000000000026
overpopulation,1530,1662,1576,260,1293,187.60000000000014
relaxed,1376,1662,247,1391,575,187.30000000000015
laboratory,1530,1662,1576,268,1293,186.80000000000013
tour,1530,1662,1576,1391,733,186.50000000000009
protest,1530,1662,1576,274,1293,186.2000000000001
basement,1530,1662,1207,1048,907,186.0000000000002
2040s,1530,1662,994,276,1293,186.00000000000017
child in peril,1530,956,1576,1391,387,185.10000000000016
séance,1530,1662,1576,1391,741,184.9000000000001
space opera,1303,337,1576,769,164,184.60000000000014
troubled past,1530,1662,1576,1391,743,184.50000000000017
secret government organization,1530,867,876,651,718,184.00000000000023
lust,1530,353,1212,449,564,183.6000000000001
vacation,1530,775,875,900,550,183.50000000000017
eating disorder,1530,1662,1576,1391,749,183.29999999999998
snake,1530,1662,1576,1391,750,183.1000000000003
diving,1527,1527,1576,1391,680,183.00000000000023
karaoke,1530,1662,1576,1391,751,182.90000000000023
sport competition,1530,1662,1576,1391,752,182.70000000000022
school club,1530,1662,1576,1391,752,182.70000000000022
bukatsu,1530,1662,1576,1391,752,182.70000000000022
breaking the fourth wall,1005,1662,1384,294,777,182.40000000000026
grief,755,631,1576,259,30,182.2000000000001
self-destruction,1530,1662,1576,316,1293,182.00000000000017
witchcraft,1530,1662,1423,663,1120,181.89999999999998
death of brother,1530,1662,1576,318,1293,181.80000000000015
found footage,1529,941,375,1084,549,181.70000000000013
megaslasher,1530,1662,1576,1391,758,181.50000000000014
prodigy,1530,1662,1576,1391,759,181.30000000000013
historical comedy,1530,1662,1576,1391,761,180.90000000000023
evil clown,1530,1662,1576,1391,762,180.70000000000024
modest,1530,784,589,1391,326,180.1000000000002
water,1530,1662,1576,1391,765,180.09999999999997
serious,1530,1662,899,338,1293,179.79999999999998
riot,1108,1662,1576,653,715,179.5000000000001
sheep,1530,1662,1576,342,1293,179.40000000000026
age-gap relationship,1530,1662,1576,1391,770,179.10000000000025
bdsm,1530,1200,1289,891,790,178.90000000000023
double agent,1530,1662,1576,347,1293,178.90000000000012
disease,1530,1662,949,351,1293,178.50000000000043
spaceship,1530,1662,1279,1391,774,178.30000000000015
1920s,1219,454,1576,514,298,178.20000000000016
scalping,1530,1662,1576,356,1293,178.00000000000037
post war,1530,1662,1576,1391,776,177.90000000000026
blind,1205,1662,1576,1391,451,177.90000000000012
starvation,1530,1662,1576,357,1293,177.9000000000001
avalanche,1530,1662,1576,359,1293,177.7000000000001
loss of sense of reality,1530,1662,1576,1391,778,177.50000000000017
turkey,1530,1662,1206,1199,874,177.5000000000001
jewish american,1530,1662,1576,1391,779,177.3000000000002
canada,1429,1662,788,1165,792,177.10000000000014
animal human friendship,1530,1662,413,1391,781,176.9000000000003
van,1530,1662,567,661,1147,176.7000000000002
fear of death,1530,1662,1576,1391,783,176.50000000000017
evangelical christianity,1530,1662,1576,1348,805,176.4000000000001
warrior woman,1530,1662,1576,1391,786,175.90000000000012
virtual world,1530,1662,1576,1391,788,175.49999999999994
fame,1530,1554,1452,275,1293,175.30000000000024
military officer,1530,1662,1576,383,1293,175.30000000000015
covid-19,1530,1662,1576,1391,789,175.3
monster horror,1530,1662,1576,388,1293,174.80000000000015
forest,1004,320,49,250,166,174.6000000000001
shocking,782,630,95,111,170,174.3000000000001
near future,1530,1662,1576,1003,989,174.10000000000008
arson,1530,1662,1576,398,1293,173.8000000000002
orphan,597,983,449,174,133,173.7000000000001
erotic thriller,1402,1413,1576,614,935,173.30000000000024
hired killer,1530,1662,1576,1391,801,172.9000000000001
lesbian sex,1530,1662,1576,408,1293,172.80000000000007
heroism,1530,1662,578,412,1293,172.40000000000006
assault rifle,1530,1662,835,414,1293,172.2000000000002
ape,1530,1662,358,415,1293,172.1000000000002
global threat,1530,1662,1576,1253,875,171.9000000000002
female rage,1530,1662,1576,1391,806,171.90000000000012
greek mythology,1530,1662,1229,632,1186,171.80000000000015
race car driver,1530,1662,1576,421,1293,171.5000000000002
political activism,1530,1662,1566,1391,810,171.10000000000034
blizzard,1530,1662,1576,425,1293,171.10000000000016
kaiju,1127,1010,1292,496,529,171.00000000000023
period piece,1530,1662,1576,1391,811,170.90000000000035
chimpanzee,1530,1662,358,1391,812,170.70000000000002
crime investigation,1530,1662,1576,1391,813,170.5000000000001
female warrior,1530,1662,1576,1391,815,170.1000000000002
murderer,1530,1662,1173,436,1293,170.00000000000014
mourning,1530,312,157,134,769,170.00000000000014
mental illness,301,1443,318,105,120,170.0000000000001
maine,1530,1662,1576,439,1293,169.7000000000001
neo-western,1530,581,1576,548,699,169.5000000000002
internet,1530,1662,1316,624,1203,169.20000000000013
death of father,990,1662,159,1391,280,169.10000000000022
discrimination,1530,1662,1576,448,1293,168.80000000000032
death of husband,1530,1260,552,1391,622,168.5000000000002
filmmaking,1530,847,1576,755,734,168.40000000000023
musician,1018,1027,337,561,410,168.20000000000016
magical realism,1530,1662,1576,1391,825,168.1
dead parent,1530,1662,1576,1391,826,167.90000000000003
smile,1530,1662,1576,1391,827,167.70000000000022
guilty conscience,1530,1662,1576,466,1293,167.0000000000002
self mutilation,1530,1493,1576,1391,746,167.00000000000017
televangelist,1530,1662,1576,1391,832,166.70000000000016
abandoned house,1530,1662,1576,471,1293,166.50000000000037
gold rush,1530,1662,1576,1391,833,166.50000000000003
fake identity,1438,158,960,565,403,166.30000000000018
anthropomorphic animal,1530,1170,1576,1391,588,166.30000000000018
caregiver patient relationship,1530,1662,1576,1391,835,166.10000000000025
film in film,1530,1661,1576,474,1293,166.09999999999997
pacifist,1530,1662,1576,478,1293,165.80000000000015
loss of virginity,1530,1662,1202,1391,837,165.7000000000002
female journalist,1530,1662,1576,1391,842,164.7000000000002
feminism,1530,1662,1422,491,1293,164.50000000000017
1800s,1530,1662,1576,1391,843,164.50000000000017
aunt niece relationship,1530,1662,1576,1391,845,164.10000000000025
hostage situation,1530,1415,1470,589,1124,163.80000000000013
bathtub,1530,1662,1345,500,1293,163.60000000000025
creature,909,198,319,140,121,163.4000000000001
music tour,1530,1662,1576,503,1293,163.30000000000027
caregiver,1530,1662,1576,506,1293,163.0000000000001
burlesque,826,1662,1576,1082,302,162.80000000000018
mole,1530,1662,1060,509,1293,162.7000000000002
female writer,1530,1662,1576,512,1293,162.40000000000015
flute,1530,1662,1576,1391,855,162.1000000000002
vandalism,1530,1662,1576,517,1293,161.90000000000026
holy grail,1530,1662,1576,1391,856,161.9000000000002
isolated house,1530,1565,1375,420,1293,161.9000000000002
fantasy,750,1662,1133,1391,76,161.90000000000018
belief in god,1530,1662,1576,1391,857,161.70000000000027
racial prejudice,1530,1662,1284,520,1293,161.6000000000002
guns,1530,1662,181,522,1293,161.40000000000032
social realism,1530,1662,1576,523,1293,161.30000000000027
self image,1530,1662,1576,1391,859,161.30000000000007
college,1214,815,649,1211,210,161.20000000000022
shrine,1530,1662,1576,527,1293,160.90000000000023
wealthy family,1530,1662,1576,528,1293,160.80000000000007
magical creature,1530,1662,1046,909,1103,160.70000000000027
runner,1530,1662,1576,533,1293,160.30000000000015
pretentious,1530,658,1221,1391,363,160.10000000000016
dinosaur,1479,782,1255,892,624,160.00000000000023
cure,1530,1662,1576,537,1293,159.90000000000006
jazz,1530,1662,1576,1108,1009,159.60000000000025
blunt,1530,1303,517,181,1293,159.6000000000002
nostalgia,510,1662,1576,833,127,159.5
mexican cartel,1530,1662,1576,543,1293,159.30000000000015
gloomy,1530,698,1576,1260,453,159.20000000000007
demonic,1530,1662,1576,1391,870,159.10000000000028
gothic,1530,679,1418,868,641,158.90000000000015
comic book,1530,1662,910,708,1213,158.8000000000002
religious horror,1530,1662,1576,1391,872,158.70000000000036
injustice,1530,1662,1576,550,1293,158.60000000000036
nasa,1530,1662,936,551,1293,158.5000000000002
holocaust (shoah),1530,1662,1576,1391,873,158.50000000000009
war veteran,644,1662,1576,504,432,158.2000000000002
coma,1530,1662,694,560,1293,157.60000000000008
abuse of power,1530,1662,1576,1391,878,157.5000000000001
abusive relationship,1530,1662,1576,1391,880,157.10000000000022
magic world,1530,1662,1576,1391,881,156.89999999999998
revenge murderer,1530,1662,1576,1391,882,156.70000000000002
sweden,1530,1662,554,570,1293,156.60000000000005
texas,1175,246,703,680,176,156.40000000000018
teacher student relationship,1530,733,259,1391,419,156.4000000000001
stranger,1530,1662,1576,576,1293,156.0000000000002
rich,1530,1662,1576,578,1293,155.80000000000015
atlanta,1530,1662,1576,1177,995,155.5000000000003
rock music,1530,1662,1576,1391,888,155.50000000000014
playwright,1188,1662,1576,1391,546,155.50000000000009
death of daughter,1530,1662,1576,581,1293,155.50000000000006
horrified,1306,360,1576,719,350,155.30000000000013
medium,1530,1662,1576,1391,890,155.1000000000002
traumatized woman,1530,1662,983,587,1293,154.9000000000001
attic,1530,1662,1576,588,1293,154.8000000000003
colorado,1530,1244,1576,823,967,154.7000000000003
driver,1530,1662,1433,590,1293,154.60000000000005
stereotype,1530,1662,1576,592,1293,154.40000000000015
ghostbuster,1530,1662,1576,1391,894,154.3000000000003
british army,1530,1662,1576,593,1293,154.30000000000007
family tension,1530,1662,1576,1391,895,154.1000000000002
con woman,1530,1662,1576,597,1293,153.90000000000012
swindler,1530,1662,1576,598,1293,153.79999999999995
power of love,1530,1662,1576,602,1293,153.40000000000012
based on video game,812,490,901,360,111,153.20000000000007
girls' love (gl),1530,1662,1576,606,1293,153.00000000000009
japanese occupation of korea,1530,1662,1576,607,1293,152.9000000000002
wrongful conviction,1530,1662,1576,1391,901,152.90000000000003
high school student,1055,1662,180,418,913,152.80000000000018
domestic abuse,1530,703,1576,1391,423,152.60000000000008
latino,1530,1662,1576,1391,903,152.50000000000003
motorcycle gang,1530,1662,781,612,1293,152.40000000000018
mute,1530,1662,1168,1391,905,152.10000000000014
oregon,1530,1662,1576,1391,906,151.90000000000035
drug crime,1530,1662,1576,1083,1061,151.70000000000005
albino,1530,1662,1576,621,1293,151.50000000000034
deep sea,1530,1662,1576,1391,908,151.50000000000006
handgun,1530,1662,1576,623,1293,151.30000000000035
candid,1020,332,113,672,95,151.00000000000009
alien contact,1530,1662,1576,1391,911,150.90000000000012
sci-fi horror,1530,1662,1576,1391,911,150.90000000000012
carnival,1530,1662,1336,629,1293,150.70000000000033
supernatural horror,1167,614,677,1281,80,150.7000000000001
character study,314,1662,1576,170,307,150.60000000000008
