title,vote_average,vote_count,revenue,keywords
Avatar: The Way of Water,7.609,13146,2353096253,"dying and death, loss of loved one, alien life-form, resurrection, dysfunctional family, sequel, alien planet, distant future, adopted child, rebirth, family dynamics, adopted son, stronger villain, war, dramatic, stereoscopic film, sentimental, intense, awestruck, compassionate, hopeful, modest"
Glass Onion: A Knives Out Mystery,7.039,6254,15000000,"detective, greece, investigation, mona lisa (la gioconda), dark comedy, satire, sequel, murder, billionaire, whodunit, puzzle box, clue, identical twin, murder mystery, arrested development, closeted homosexual, covid-19, irreverent, offbeat, amused"
365 Days: This Day,5.929,1794,0,"gangster, sequel, bdsm, rich man poor woman, sex, erotique"
After Yang,6.379,475,131465,"future, based on novel or book, loss of loved one, adoptive father, father, loss, futuristic, grief, memory, robot, mourning, adopted child, futuristic car, futuristic vehicle, father daughter relationship, self-driving car"
Top Gun: Maverick,8.161,10402,1488732821,"fighter pilot, u.s. navy, sequel, nuclear weapons, military, aircraft carrier, naval aviation, war, admiring, audacious, earnest"
The Batman,7.66,11423,772319315,"police, psychopath, secret identity, crime fighter, superhero, nightclub, politician, based on comic, vigilante, organized crime, serial killer, millionaire, social injustice, murder investigation, aftercreditsstinger, masked superhero, political corruption, neo-noir, urban gothic, vengeance, mayoral election"
Troll,6.583,1903,0,"mountain, mythical creature, creature, oslo, norway, monster movie, norwegian folklore"
Black Panther: Wakanda Forever,7.022,7136,859102154,"hero, loss of loved one, superhero, royal family, based on comic, sequel, royalty, underwater, political intrigue , death in family, death of brother, duringcreditsstinger, death of king, marvel cinematic universe (mcu), hidden civilization, reflective, yucatan, wistful, absurd, mayans, admiring, antagonistic, bold, celebratory, excited"
Prey,7.674,7391,0,"hunter, native american, alien life-form, alien, prequel, decapitation, bear, dog, severed foot, bear attack, comanche, human vs alien, indigenous peoples, severed arm, dog hero, great plains, audacious, excited"
DEEMO Memorial Keys,7.5,18,0,"farewell, monster, supernatural, mystic, loneliness, based on video game, fantasy world, magical creature, anime"
Doctor Strange in the Multiverse of Madness,7.236,9920,955775804,"magic, superhero, based on comic, alternative reality, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
Pearl,7.244,2402,10139416,"farm, pornography, dance performance, confession, texas, alligator, barn, prequel, murder, serial killer, slasher, corpse, murderer, violent death, lust, religious fundamentalism, audition, mental illness, projectionist, nostalgic, isolated farmhouse, pandemic, 1910s, mother daughter relationship, origin story, playful, aspiring actress, pastiche, whimsical, empathetic, sympathetic, tragic, vibrant"
Everything Everywhere All at Once,7.729,7482,139200000,"mother, martial arts, kung fu, nihilism, philosophy, generations conflict, chinese woman, surrealism, laundromat, chinese, east asian lead, divorce, family, lgbt, hot dog, asian woman, chinese immigrant, mother daughter relationship, action comedy, asian american, intergenerational trauma, internal revenue service, interdimensional travel, absurd, dramatic, bold, excited"
Puss in Boots: The Last Wish,8.2,8519,484700000,"fairy tale, sequel, talking dog, spin off, aftercreditsstinger, talking cat, fear of death, lighthearted, comforting"
The Black Phone,7.546,5547,161441914,"mask, small town, child abuse, dreams, sibling relationship, kidnapping, sadistic, 1970s, supernatural, cellar, colorado, bullying, basement, serial killer, slasher, based on short story, alcoholic father, child kidnapping, speculative, angry, unassuming, supernatural horror"
As Good as Dead,6.2,82,0,"affectation, curious, aggressive, domineering, admiring, adoring, ambiguous, ambivalent, antagonistic, audacious, authoritarian, brisk, commanding"
Sisu,7.4,2540,14281199,"world war ii, lapland, nordic mythology, soldier, finnish mythology, bloody, absurd, violence, hilarious, lapland war"
The Magic Flute,6.442,121,492000,"london, england, magic, boarding school, musical, mozart, swiss alps, flute, based on opera, teen adventure, magical mystery tour, magic land, magic world"
Moon Crash,3.6,27,0,"moon, armageddon, mockbuster"
Thor: Love and Thunder,6.39,8241,760900000,"hero, ex-girlfriend, superhero, greek mythology, based on comic, sequel, shadow, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), norse god, god of thunder, colorless, child abduction"
