keyword,closeness_co,closeness_vote_count,closeness_vote_average,closeness_revenue
central intelligence agency (cia),1.3615091229603526,2630.6728268491656,3.7153142061897855,24.194793250911527
kidnapping,1.3607497558696775,2668.984804685199,3.892449113075057,23.703859799964995
alien,1.359240513976443,2687.874193542979,3.830331122944218,24.303910288423086
awestruck,1.3590043336097941,2713.2519171757576,3.9513056441850725,24.31360028148879
cyberpunk,1.357787102698377,2693.3145740666155,3.54217292249495,24.156068853961187
infidelity,1.3567444724516577,2684.199135191579,3.713475650290083,23.907660338116443
dark comedy,1.3561511934045172,2635.082222101585,3.9205591995839475,23.843823194250334
anxious,1.3556251037678888,2704.2867933133975,3.9278034249277356,24.00255681402606
father son relationship,1.3555852098100538,2584.36246032745,3.8538756656851496,23.903452572119676
school,1.3550521940153732,2735.4534558654095,3.921536837228,23.97734705385375
massachusetts,1.354253381960148,2687.0785761572097,3.819505323952605,24.15904249771425
superhero team,1.3533327607298422,2752.4092144374104,3.5979005445136756,24.42042245814357
1950s,1.3524061904734257,2656.0282249495463,3.8075187040781335,23.775982581636473
baffled,1.3521008194759867,2625.357819777683,3.8296803267124293,23.899393471584055
complicated,1.351953522930937,2601.8785554406522,3.8633357290103802,23.99400717825697
time travel,1.3501683512376326,2664.4830659458166,3.9306923151392663,23.756424813339716
japanese high school,1.3484834423083245,2398.331526514873,3.7169654671376158,23.671675011377296
demon,1.348369779240762,2591.507967285602,3.8993210530201594,24.091920647032296
playful,1.3482348645546685,2641.95577553242,3.930813698183467,24.03717116480136
slice of life,1.3465070314882228,2071.8652188163715,3.6675955226899615,23.54400483029169
action hero,1.3458810887253203,2693.1552212919023,3.694013372243338,24.080774170195255
3d animation,1.3456848571366544,2713.387299438959,3.754991486857966,24.3115881438284
ghost,1.345276132398974,2752.5652837677358,3.808818438480109,24.133527234873316
monster,1.3451657681593938,2589.201650373489,3.808844995536742,23.74601173167202
fight,1.3449239792865202,2659.2092888566667,3.8727549901933003,23.999304189300908
audacious,1.343272091058976,2661.66033378387,3.8930987513572575,23.802376873842473
kung fu,1.3418665354190216,2651.0398674295684,3.7150786346034863,23.840377272199028
compassionate,1.3417770783505716,2709.761568827477,3.9235333012732356,24.07869737501842
conspiracy,1.3413878722366424,2689.7277298969793,3.813743990636944,23.949515899189795
killer,1.3409847354903501,2626.792560188448,3.7030612408529815,23.737711145377812
assassin,1.3403003883975952,2670.2731284097395,3.837005257740639,23.649651791999
secret identity,1.3398622283732398,2753.6081729627786,3.7672900968531127,24.204261509067813
scientist,1.339551606857692,2707.055918117131,3.853805278129379,24.14977576123154
super villain,1.3391576721239247,2744.2326946625694,3.670424164213649,24.178485377710548
philosophical,1.3388867682791514,2671.017750887835,3.8306579102264373,23.81451662090111
dc extended universe (dceu),1.3386880223304183,2741.641960708589,3.454306520323017,24.17860729883183
musical,1.3382678367241403,2694.0759217828727,3.915979868337027,24.110737293098055
mask,1.3380522320027173,2666.044560540801,3.698701105759709,24.10685726653072
dragon,1.337382790828052,2736.247269844929,3.7483250262360004,24.16254024542165
father daughter relationship,1.3371498618327495,2695.9448323086267,4.017124786260742,23.361760302911996
ambiguous,1.3367323129166937,2689.154852212608,3.8936145905279385,23.714688642220395
mystery,1.3364868732025683,2475.9005960279515,3.4889484155159627,23.6337684851339
excited,1.336101095386565,2700.053951215619,3.905159689463581,23.963236025140535
sword and sorcery,1.3355108207209403,2748.7598226562804,3.562722869125232,24.057894981552565
sympathetic,1.3354861510181584,2644.0231824805505,3.847343967100829,23.840400590194683
dog,1.3354647577958212,2606.6008875748676,3.8592266236466313,23.421446329906242
suspense,1.3345722818270347,1999.6909211584268,3.5021477910538663,23.52902426939402
shootout,1.3342142817457785,2667.2922745889823,3.7477954502037627,23.763061968041264
biting,1.3334570435531437,2658.782419340134,3.7991115233982753,23.535790351016427
teacher,1.3334286466152665,2593.948406406708,3.8111123888574268,23.533511623264737
christmas,1.3331407649476776,2744.297613127816,3.9399329154036233,23.813721873802585
creature,1.3328910459023355,2721.512971786775,3.7871149392845402,24.046703573400304
vigilante,1.332506879902586,2748.0627670797917,3.724571250801026,23.950552281409855
professor,1.3322151172947403,2639.219283241596,3.6612488745657186,23.552795101758782
friends,1.331366999320707,2652.055052711683,3.8167944096187876,23.623644303025806
hilarious,1.33122471113865,2686.297268795166,3.9274777867231543,23.8583702364898
based on light novel,1.3298941427855084,1633.1826443279085,3.553212997914114,23.133478042879677
teenage girl,1.3291724964891374,2601.0854784512753,3.8163295102501196,23.448993801959087
teenager,1.328223754057782,2592.9806901649167,3.8273669603408598,23.21756702034025
corruption,1.3272948173476167,2682.032697173301,3.8374220642066823,23.415013627759283
robbery,1.3258969484385748,2502.2000736510977,3.7220098940342106,22.932211333563068
violence,1.3257457620079762,2550.859173808811,3.7623234418323035,23.157400286779147
talking animal,1.3244755622768163,2645.309257947231,3.5142587446935414,23.91580134307053
supervillain,1.3238087157012517,2726.2737922847355,3.641569735274579,23.966902730237397
cartoon,1.3235577341301636,2712.4897563845207,3.7109741468262474,23.94760702692515
female villain,1.323455505622823,2687.0385246951073,3.6854908089739684,23.91113724559466
illumination,1.3232730827187642,2682.2396235549927,3.413152459816152,23.973038578609415
romcom,1.3232289810830624,2537.5620448888417,3.674401010694326,23.422965168820834
zombie,1.3231735488025265,2674.2942678509125,3.712935516148163,23.405430520338623
teenage boy,1.318584355972621,2608.027423234872,3.795824829430695,23.073860093932616
torture,1.3172645207898737,2612.9051370994275,3.9059524497022893,23.042343011479165
fairy tale,1.3170720337650856,2712.547840446704,3.7183733453558117,23.665196965878202
antagonistic,1.3159963230893597,2642.6160940556256,3.899395788803409,23.41991166567526
tragic,1.31566257685048,2666.8996828614277,3.9569679420275503,23.3940008975295
loving,1.3153740587100482,2661.1293955886163,3.896595244492863,23.49142034355175
celebratory,1.3152720823578765,2653.575218751636,3.837861715024986,23.449912557884332
elves,1.314565284033201,2749.495969051711,3.6306239531714914,23.761036997748306
reflective,1.3144634823018717,2670.544002225373,3.8658492391169794,23.487231082173405
melancholy,1.3142504651304385,2676.7946697282573,3.9202345441613633,23.563644119360895
italy,1.3133185647256105,2674.5508449307586,3.821710237578122,23.453069641076716
animals,1.312976300020301,2646.5988599306834,3.736584541987951,23.709598593582726
cautionary,1.3127490016798162,2574.270326619253,3.8357383241217047,23.366236209801077
mother son relationship,1.311542011229546,2646.3141584704736,3.9226558477389966,22.99974756710428
provocative,1.3112691919291581,2605.5014556872657,3.7595043754138953,23.053533929113275
forest,1.3111060170183217,2643.6089240308306,3.832978994213949,23.03309021848591
murder mystery,1.3103163631239148,2577.3569316797348,3.6137407329246094,23.090536245077196
tokyo,1.310109816182144,2503.953380701652,3.6990875719265413,22.836630480926576
grief,1.3100710678500043,2458.8342399287408,3.806192043729198,22.861383836327214
sincere,1.3100602076177603,2692.1431729272053,3.7991972976146604,23.525893206081594
period drama,1.3100116215743784,2556.189889364584,3.800337133243389,23.341379081560376
desert,1.3099532815834343,2677.9353060326007,3.7618404435009967,23.47092951598747
money,1.30993558100075,2673.7135318640107,3.81680736878533,23.1070571201659
island,1.308881410661548,2679.269042074363,3.820947211807342,23.242696387045154
orphan,1.3086141143376804,2611.0121880166703,3.7531141046053187,23.11014838599623
alcoholic,1.3084963060029242,2632.150017732735,3.83414300654728,23.089578034202024
guilt,1.3083779905960085,2579.0404853071745,3.7690945897286814,23.030985273507792
mourning,1.3075921849017613,2656.937329342409,3.7851541124849284,23.258358570458967
frightened,1.307356507212258,2662.3576962873362,3.8142466631458456,23.219441029277448
teen fantasy,1.30629151202594,2753.7625890830623,3.5994602330691796,23.677912310423416
historical fiction,1.2997718068637365,2666.7258912254338,3.7750308233907113,23.218702710881207
familiar,1.2994201980539077,2628.2556276430573,3.7859447197239104,23.30988229853536
comforting,1.2987015243153717,2656.3493837331807,3.9047664427262263,23.179095392647845
rape and revenge,1.2981392146010116,2380.4295606142746,3.556054746525978,22.21076611645193
nostalgic,1.2978793157081643,2659.059620972396,3.8788669832956386,23.23279767489966
anti hero,1.2978711516160968,2739.451479725273,3.7575744473874426,23.531057126867523
enchant,1.297867711390541,2563.0128729287912,3.7946222543972232,23.062548890269955
holiday,1.2974481770383322,2658.631025061108,3.741446531828912,23.14066110600534
exuberant,1.2973642328845516,2585.382714966327,3.8453515343753115,23.14206488467675
seinen,1.2962121886499076,1679.8435364647014,3.5440768486565957,22.29672416144887
werewolf,1.2957803679788227,2717.6895757919665,3.700472260720534,23.19445584350375
secret agent,1.2948857490806294,2650.3022400354753,3.6170170103140227,23.251775026847636
survival horror,1.2946567168974614,2579.7949321513743,3.6783942248498733,23.177066430469033
hitman,1.2934585967123842,2632.1040491819954,3.780460117204391,22.606310287925872
mother daughter relationship,1.2932646866347821,2546.7866299882344,3.883640239579758,22.808917659611538
angry,1.29066851515278,2555.6043757858597,3.879175325921363,22.75343697827819
tense,1.2893545489731404,2640.905840143258,3.7780859962591573,23.07113354421978
candid,1.2880582541182422,2541.881623965578,3.75674504592324,22.835047442692645
steampunk,1.2874485291035955,2631.5864960201043,3.748604867871962,22.78780124158478
best friend,1.2871512587772653,2663.692647456241,3.859493667762187,22.8591490373587
road trip,1.2869476291647282,2646.554211923258,3.873787443529009,22.963561856116563
betrayal,1.2865644265571579,2657.638555961618,3.841944350346701,22.803297228153472
daughter,1.2858600438669276,2525.299517447532,3.8573246694189582,22.7516526913433
soldier,1.2858397823256071,2597.2713037913286,3.816847193752778,22.743403612326706
hospital,1.2851905529280685,2479.4833893637838,3.8659578585484664,22.357246789913308
mental illness,1.2844474199713418,2629.284690745744,3.825076332005777,22.4770370528178
school of witchcraft,1.2841987357707894,2748.4158311235883,3.54500471045674,23.333094330468537
pennsylvania,1.2837830623488973,2682.140404778323,3.8331838657844512,22.560110448581508
family relationships,1.2835030801198826,2610.4653940826915,3.9160724769412614,22.640612679224724
alien invasion,1.2833453242215247,2721.8185538823604,3.749381349002429,23.03152983256972
princess,1.2827087061098286,2699.7040177402855,3.643376353155775,23.12536032937833
nazi,1.2825612186655428,2607.0673666449447,3.6868382425347663,22.602001099425653
motel,1.2821330431506153,2559.3172477202456,3.6997071215774646,22.421548183291637
journalist,1.2819820041540944,2625.97387239357,3.716723196309123,22.854314539223868
mecha,1.2814470480598397,2075.5797597707947,3.3738257945400805,22.3370145635046
compilation,1.2813588065900143,850.0665579482584,3.4399980068304035,22.093206546001017
religion,1.281273756256354,2515.276000360515,3.8544916174917496,22.538045794368426
china,1.2809961995376318,2550.1413434712877,3.7304535940380403,22.81350382273008
powerful,1.2805488032715149,2700.460397663204,3.874422260430395,23.002375410721342
based on graphic novel,1.280308465372681,2665.755886528118,3.6027982729511843,22.939669912104538
1930s,1.2802867966144578,2567.7416018895747,3.800066499418577,22.723510003923266
on the run,1.2800856524703568,2648.1623528499886,3.6447093906580172,22.81811756195033
defiant,1.2800324842815307,2637.9445886897633,3.8198302208883224,22.883914422860414
earnest,1.2798926826011165,2672.4135739193216,3.827925587246205,22.98017357630148
pregnancy,1.2798440062786318,2486.07304286321,3.7172364204177444,22.585255723628933
depression,1.279726552703242,2656.497361549313,3.7449353961760408,22.717842543055845
pets,1.2795348278980567,2648.193411049286,3.742405898268207,22.91458206422862
doctor,1.2794341398827445,2628.079834034427,3.7018531303893862,22.699723525509352
army,1.2792165553739632,2707.4635475285518,3.793591253398809,23.038651630363407
somber,1.279105902106982,2693.299465172516,3.8192417724070493,23.134206130093016
disheartening,1.2787025721725804,2628.3610933480677,3.694925905185351,22.879780864039304
historical drama,1.2776644669013928,2326.3866245566805,3.6431736878967476,21.71783391494351
military,1.2734681870297482,2588.431330420344,3.7581221293681746,22.579175470393142
hollywood,1.271280841557421,2593.573679121792,3.5859971128349764,22.55425758958874
horror,1.2706510548206964,2414.242789763159,3.6501432081122123,22.715616643442708
homophobia,1.270056350209812,2515.080546067642,3.6156608337342955,21.86163749635804
male homosexuality,1.2700072268117535,2562.2234614747426,3.5073636604201828,21.96756760787976
lawyer,1.269568402418322,2394.1105965777124,3.6688035358276014,22.034349068933576
robot,1.2690275514782337,2720.0905363319266,3.8152490624623256,22.84220077826476
wedding,1.2678231569871603,2485.3901323936243,3.7072541717477074,22.335500333555053
intimate,1.2675190978378088,2665.936011111725,3.820723906737623,22.687575357554877
ninja,1.2655531213280202,2577.2227629555173,3.354384588213689,22.1456723213549
alien life-form,1.2648815903830608,2658.3328424986976,3.543826308346405,22.933025791794112
hostage,1.2646954578608176,2611.2505320296773,3.714440223097113,22.52383071478108
fake identity,1.2642756822600005,2643.260149669042,3.59156794038585,22.977709998013736
mutant,1.2642307026089865,2702.518469552435,3.5277837373178174,22.852483361670753
joyful,1.263884210103987,2620.232660317043,3.800186326060849,22.71214390047853
halloween,1.2634494967843857,2449.6510995208387,3.5749029602087736,22.65122101217335
gangster,1.263408788667669,2597.4404661691783,3.8453915859817385,22.22246043787487
writer,1.2632477483970843,2422.673337467402,3.723645243006669,22.17167226460995
buddy cop,1.2627334893047957,2589.1157263068744,3.6284385015239207,22.86578503959595
cliché,1.2625914324728902,2579.9275419724117,3.6639770329602244,22.786904870292396
high school student,1.2602944229339712,2564.922349638783,3.723827654922526,22.07960514269555
boston,1.2600172090657547,2614.694006874453,3.690805251270264,22.50809226862741
semi autobiographical,1.259767479618995,2495.061664107481,3.6798908504756063,21.965867455273962
hotel,1.2597663754940562,2473.387210788827,3.7768629041013013,22.216778503796807
relationship,1.2587373466934633,2507.134247251174,3.657694423070471,21.91972917724291
cyborg,1.2574232043629032,2673.591047725428,3.5218368347425346,22.640220667720403
based on movie,1.2557985077607396,2411.2036899450563,3.621141278628456,21.839479718409955
marijuana,1.2556576478976855,2441.9900951319664,3.7419578302731877,22.2553211273728
samurai,1.25555759841605,2300.591874917103,3.5450661182306717,21.872159437699718
home invasion,1.2544522402849554,2542.4709596134353,3.5669532005063465,22.094795708246554
exhilarated,1.2541243881895057,2658.0048208176977,3.8646369928882045,22.35077704632549
disaster,1.2527987159123681,2546.8718544731887,3.6155288338129243,22.23973957214756
space,1.2523793806232475,2722.7715643001684,3.7461166628299867,22.507974798428265
teen movie,1.2520135939650823,2667.784626737778,3.4234626463936775,22.542844222217163
psychological thriller,1.2503334412468774,2705.561661102594,3.852266683189856,22.355479316225363
castle,1.2497341881819684,2734.0390467833904,3.7454850988823676,22.599441329294386
terrorism,1.249688317614829,2605.3833130780113,3.6787878314823623,22.39837586794383
first love,1.2488158660853776,2552.602840548141,3.738562757571268,21.651676020493124
based on real person,1.2464253080904142,2611.8916558343035,3.5739201720943936,22.019156445213937
spain,1.2455321119292297,2525.4531617756516,3.704065575619137,21.7623045993309
germany,1.2455091550354744,2527.705707224865,3.7600375445735112,21.528674640006304
optimistic,1.2451710117635235,2680.9606738461903,3.7743507439173722,22.49286751731367
tragedy,1.2448397032199792,2548.9907508505594,3.880087165339132,21.84444566110918
euphoric,1.2446028437768357,2654.8906886932928,3.7278309137876273,22.406091793261
based on memoir or autobiography,1.2436162713685264,2517.600669124277,3.607296596501196,21.64556724156652
surrealism,1.2433637628110628,2558.6348920155688,3.843618245903006,21.972380340143484
dwarf,1.2428857358213115,2745.5206395159184,3.530705559319243,22.718736809019205
crime fighter,1.242730112499129,2723.0265191212798,3.5243684489362406,22.52968929378104
illinois,1.2425150053381528,2611.8763921483487,3.713889634525192,22.079458876828504
beach,1.242477594571182,2508.309576554958,3.7386281842847526,21.913178768277827
love triangle,1.2423982785876784,2483.209965463353,3.7465180193249688,22.22515836977676
india,1.2423030444432206,2550.3633630455993,3.6526117684899218,22.290929544887923
racism,1.2420038279106067,2608.7836301696993,3.831071660442828,21.960318168207348
mountain,1.2418150778215273,2727.19585819623,3.7273131382570694,22.614906163536666
mysterious,1.2418057623079144,2590.739860821478,3.840579910548005,22.36043168712334
alcoholism,1.2416884659044647,2428.1231249866055,3.822611530485401,21.563448144084486
ring,1.2416441511270053,2745.176505041571,3.5640766198456637,22.696218627830742
ship,1.2415940382084252,2559.9507037316325,3.732960320950587,22.14369904572016
edited from tv series,1.2414541521642786,701.6465738577039,3.410390356851938,21.220153018237408
author,1.2411686552304466,2336.3144020223044,3.708951130950205,21.752418939668697
cancer,1.240957998334759,2565.7391335888287,3.7500795141128247,21.912414582775924
extramarital affair,1.2408581625022068,2272.630916105932,3.614855324674492,21.90745990621189
valentine's day,1.2405386096512807,2650.6991540447652,3.6086250527458303,22.09330550313099
sweden,1.2404413071927158,2513.9498528251484,3.441974679268889,21.89630171291314
missing person,1.240384895084839,2671.746559081289,3.767437608153509,22.224187878083676
mother,1.2402458548688309,2069.2883038234445,3.6966945311480335,21.346381247883983
scotland,1.2399894765609878,2342.0500965683655,3.444521779854249,21.54885673626326
spider,1.2397865001691628,2594.014657713534,3.5213803209060535,22.034416180325447
chosen one,1.2397519929242262,2693.509768792557,3.5127427533136752,22.380429420384882
bewildered,1.239639481923658,2550.176802965941,3.7933595203428494,21.85783742749253
lesbian,1.2392913648596413,2339.9955434259573,3.7151876099413363,21.43378141016608
enthusiastic,1.238937765757118,2664.86643426999,3.8078439593155298,22.080690187294653
lesbian relationship,1.2386078558588107,2336.0933870318063,3.6101804535628985,21.316308081467646
boys' love (bl),1.2385367697525622,2311.468284626027,3.6258948194151364,21.118103308935407
satire,1.23850522595193,2616.7953282141766,3.788369100320999,21.95871372393319
black magic,1.2378987559075378,2720.9216487839194,3.6253415970530285,22.438692617025538
usa,1.237871839937598,2629.2229156879503,3.884600546147779,22.18095841430379
sword,1.2373587556890648,2619.321420823747,3.6958123881131963,21.683687177479577
based on play or musical,1.2367394905905706,2492.100714948618,3.8030508426621963,22.279628828703096
santa claus,1.2365868516029925,2577.137638595277,3.4801897795452343,22.04994529227825
prison,1.2360110377388884,2573.5454198776515,3.749841974908171,21.78623096664316
dreams,1.2353959187035763,2675.6338686969043,3.9350624398965213,21.67105094160615
witty,1.2350524124582551,2621.907015750817,3.8610938304692577,22.432328478948044
approving,1.2344615883260222,2402.3707919218173,3.6835552658073034,21.990526939593707
dark fantasy,1.2343279188414404,2524.5043320781415,3.6664871940299064,21.66690856568441
mexico,1.234050574076445,2559.056105596933,3.7512274377449013,21.892406788934824
zealous,1.2336048976757443,2257.688940634034,3.5989981032628973,21.630034558089747
urban gothic,1.2319890387515864,2509.625849663847,3.4195899332002684,21.92439622461289
demonic possession,1.2317107911219218,2460.3405792832095,3.4714175207055535,22.17522681988274
giant monster,1.23050936713321,2509.9908564682923,3.647005465874219,21.82268392471886
man vs machine,1.2303040185081902,2643.7422008706194,3.415518004408171,22.126289450812955
espionage,1.2302186586177835,2520.7785392860837,3.5653721422454114,21.88517998556283
psychological horror,1.230167588019887,2488.4336799533194,3.6381198490927993,21.902058240306992
assertive,1.2298110434002538,2353.9583179199085,3.7547706956360374,21.69968929197014
